epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.7631042003631592,0.5349134802818298,0.7340250015258789,0.7328154444694519,0.8577145338058472,0.3741092085838318,0.8665885329246521,0.8216985464096069
1,0.8374921679496765,0.4099373519420624,0.8164564371109009,0.8152071833610535,0.8781680464744568,0.3214915096759796,0.8890439867973328,0.849711000919342
2,0.8582077622413635,0.3625141680240631,0.8426238298416138,0.8421609997749329,0.8930636048316956,0.2876346707344055,0.9016847610473633,0.868608295917511
3,0.8724890351295471,0.3352270722389221,0.8601516485214233,0.8588355183601379,0.9024010896682739,0.26711902022361755,0.9166473150253296,0.8777234554290771
4,0.8818267583847046,0.31563684344291687,0.8714815378189087,0.867310106754303,0.9088484048843384,0.24592280387878418,0.918404757976532,0.8908403515815735
5,0.8893989324569702,0.29775795340538025,0.8817712664604187,0.8781387209892273,0.9130724668502808,0.23315103352069855,0.9231827855110168,0.8950644731521606
6,0.8957940936088562,0.28395140171051025,0.8903656005859375,0.8857893943786621,0.9179635643959045,0.22201566398143768,0.9282121658325195,0.9026234149932861
7,0.902895450592041,0.2674707770347595,0.8979728817939758,0.8915960192680359,0.9217429757118225,0.2122211754322052,0.930152952671051,0.9059581756591797
8,0.9074859023094177,0.260612428188324,0.903335452079773,0.8968141674995422,0.9248554706573486,0.20269297063350677,0.9348371028900146,0.9121831655502319
9,0.9103107452392578,0.2521677315235138,0.905456006526947,0.9017969369888306,0.9290795922279358,0.19794400036334991,0.9350531697273254,0.9186304807662964
10,0.9127432703971863,0.24477095901966095,0.9084348678588867,0.9038370847702026,0.9313027858734131,0.1912623643875122,0.9367660284042358,0.9221876263618469
11,0.9153719544410706,0.23814621567726135,0.9104489088058472,0.9086629152297974,0.934192955493927,0.18612509965896606,0.9415098428726196,0.923299252986908
12,0.9169805645942688,0.23282678425312042,0.914940595626831,0.9098791480064392,0.9344152808189392,0.18234391510486603,0.9391480684280396,0.9264117479324341
13,0.9184321761131287,0.2270815223455429,0.9146480560302734,0.9140380024909973,0.9335260391235352,0.18102502822875977,0.9398326277732849,0.9237439036369324
14,0.9198446273803711,0.22344452142715454,0.9185144305229187,0.9150188565254211,0.9375277757644653,0.1743934601545334,0.944771409034729,0.9279679656028748
15,0.9252589344978333,0.21504034101963043,0.9234716296195984,0.9180006384849548,0.9397510290145874,0.1719619333744049,0.945372462272644,0.9310804605484009
16,0.9236111044883728,0.21684390306472778,0.9210940599441528,0.9182752370834351,0.9404179453849792,0.17124135792255402,0.9459887146949768,0.9306358098983765
17,0.9265928864479065,0.20936863124370575,0.9242060780525208,0.9214140176773071,0.9417518973350525,0.1674346923828125,0.9479755759239197,0.9317474365234375
18,0.9266321659088135,0.2086937576532364,0.925251305103302,0.9207862615585327,0.944197416305542,0.16418015956878662,0.9479377865791321,0.9350822567939758
19,0.9274560809135437,0.2039676159620285,0.9265779852867126,0.9209432005882263,0.9435304403305054,0.16275718808174133,0.9484118223190308,0.9359715580940247
20,0.9268283247947693,0.20611236989498138,0.9258514642715454,0.9214924573898315,0.9437527656555176,0.1631658375263214,0.9477359652519226,0.935304582118988
21,0.9307125210762024,0.19594357907772064,0.9291344881057739,0.9249058365821838,0.9450867176055908,0.15873786807060242,0.9484814405441284,0.9373054504394531
22,0.9302417039871216,0.19770961999893188,0.9295735955238342,0.9254158735275269,0.9448643922805786,0.15817147493362427,0.9504169225692749,0.9375277757644653
23,0.9319679737091064,0.19387516379356384,0.9318432807922363,0.9274560809135437,0.9466429352760315,0.1562638133764267,0.9505395889282227,0.9399732947349548
24,0.9319679737091064,0.19284173846244812,0.9312288165092468,0.9270637035369873,0.9457536935806274,0.15878452360630035,0.9484466314315796,0.9366385340690613
25,0.9319287538528442,0.18926970660686493,0.9315527677536011,0.9264359474182129,0.9477545619010925,0.152958482503891,0.9509009122848511,0.9386394023895264
26,0.9347535967826843,0.18515639007091522,0.9345462918281555,0.9310263395309448,0.9477545619010925,0.15097349882125854,0.9496855139732361,0.9399732947349548
27,0.9350674748420715,0.1829298734664917,0.9338024258613586,0.9320071935653687,0.9468652606010437,0.15275916457176208,0.9492818713188171,0.9404179453849792
28,0.9356167316436768,0.18179504573345184,0.9352931976318359,0.9311832785606384,0.9461982846260071,0.15311504900455475,0.9502588510513306,0.9386394023895264
29,0.9371076822280884,0.1795462667942047,0.9361802935600281,0.9323603510856628,0.9486438632011414,0.147703617811203,0.9512906670570374,0.9421965479850769
30,0.9378923177719116,0.17951519787311554,0.937120795249939,0.9332234859466553,0.9475322365760803,0.14724238216876984,0.9507058262825012,0.9433081150054932
31,0.936989963054657,0.17725113034248352,0.9373250603675842,0.9329488277435303,0.9479768872261047,0.14736054837703705,0.9530442357063293,0.943085789680481
32,0.9393439888954163,0.17513911426067352,0.9380611181259155,0.9346751570701599,0.9506447315216064,0.14436407387256622,0.9525408744812012,0.9459760189056396
33,0.9387162327766418,0.17331457138061523,0.9386621713638306,0.9348320960998535,0.9486438632011414,0.14746692776679993,0.9525735974311829,0.9421965479850769
34,0.9399717450141907,0.17079143226146698,0.9399622678756714,0.9379708170890808,0.9499777555465698,0.14336982369422913,0.9527117609977722,0.9450867176055908
35,0.9396186470985413,0.17027519643306732,0.9389835596084595,0.9358521699905396,0.9493107795715332,0.1432255059480667,0.952701210975647,0.9448643922805786
36,0.9386377930641174,0.16940750181674957,0.9384149312973022,0.9356167316436768,0.9479768872261047,0.14488837122917175,0.9522314667701721,0.9439750909805298
37,0.9401679039001465,0.167272686958313,0.939993679523468,0.937264621257782,0.9493107795715332,0.14289572834968567,0.9530653357505798,0.9435304403305054
38,0.9424827098846436,0.16569802165031433,0.9422493577003479,0.9384416341781616,0.9495331048965454,0.1420479416847229,0.9544230103492737,0.9450867176055908
39,0.9406779408454895,0.16615787148475647,0.94053053855896,0.9375784397125244,0.9510893821716309,0.13943752646446228,0.9537909626960754,0.945309042930603
40,0.9416980743408203,0.1638960838317871,0.941243588924408,0.9389908909797668,0.950200080871582,0.14132004976272583,0.9544434547424316,0.9455313682556152
41,0.9436990022659302,0.16002751886844635,0.9434556365013123,0.9400502443313599,0.9508670568466187,0.13948257267475128,0.9523383378982544,0.9461982846260071
42,0.9439736604690552,0.15733186900615692,0.9434748291969299,0.9416980743408203,0.9524232745170593,0.1357685625553131,0.9550864696502686,0.9455313682556152
43,0.9442482590675354,0.15846945345401764,0.9435319304466248,0.9420511722564697,0.9506447315216064,0.1387515813112259,0.9529675245285034,0.9459760189056396
44,0.9426396489143372,0.16015519201755524,0.9416735172271729,0.9400109648704529,0.9488661885261536,0.1379806250333786,0.9529991149902344,0.9466429352760315
45,0.9455037713050842,0.15801192820072174,0.9445297122001648,0.9419726729393005,0.9510893821716309,0.13611149787902832,0.9540770649909973,0.9468652606010437
46,0.9467592835426331,0.15156789124011993,0.9464384317398071,0.9435420632362366,0.950200080871582,0.13610123097896576,0.9529885649681091,0.9464206099510193
47,0.9439343810081482,0.15786530077457428,0.9434348344802856,0.9409918189048767,0.9517563581466675,0.13798391819000244,0.953743040561676,0.9488661885261536
48,0.9451114535331726,0.15530849993228912,0.945156991481781,0.9425612092018127,0.9506447315216064,0.13961102068424225,0.9532124400138855,0.9466429352760315
49,0.945464551448822,0.15383058786392212,0.9454724192619324,0.9422081112861633,0.9504224061965942,0.13543088734149933,0.9530516266822815,0.9477545619010925
50,0.9471123814582825,0.15167412161827087,0.946118175983429,0.9438167214393616,0.9495331048965454,0.1402370035648346,0.9519123435020447,0.9461982846260071
51,0.9440913200378418,0.15379732847213745,0.942939043045044,0.9420511722564697,0.9535349011421204,0.1307697594165802,0.9552572965621948,0.9493107795715332
52,0.9500941634178162,0.14420086145401,0.9498016238212585,0.9487209916114807,0.9519786834716797,0.1332346647977829,0.9556550979614258,0.9486438632011414
53,0.9481716752052307,0.1467185616493225,0.9469280242919922,0.9457391500473022,0.9528679251670837,0.1314122974872589,0.9573512673377991,0.9481992125511169
54,0.9486424922943115,0.1452871710062027,0.9488732218742371,0.9466023445129395,0.954201877117157,0.1302383989095688,0.956736147403717,0.9488661885261536
55,0.9483286142349243,0.14785946905612946,0.9478691816329956,0.9459353685379028,0.9497554302215576,0.13805311918258667,0.952370285987854,0.9468652606010437
56,0.950054943561554,0.1414576768875122,0.9497522711753845,0.9477401375770569,0.9519786834716797,0.13205738365650177,0.9543420076370239,0.9479768872261047
57,0.9507219195365906,0.14159077405929565,0.9510756134986877,0.9487994313240051,0.9524232745170593,0.13289979100227356,0.9560439586639404,0.9477545619010925
58,0.9509572982788086,0.1410960853099823,0.9506804347038269,0.9483678340911865,0.9555357694625854,0.12944577634334564,0.9565995335578918,0.9506447315216064
59,0.950564980506897,0.13975100219249725,0.9504168033599854,0.9483286142349243,0.954201877117157,0.12791557610034943,0.9570565819740295,0.9513117074966431
60,0.9493094682693481,0.14289608597755432,0.9478811025619507,0.9468769431114197,0.9522009491920471,0.13148534297943115,0.9534106254577637,0.9508670568466187
61,0.9508788585662842,0.1388634741306305,0.9504005908966064,0.949505627155304,0.954201877117157,0.12781697511672974,0.9555208086967468,0.9504224061965942
62,0.9509180784225464,0.13729894161224365,0.9508910775184631,0.9503688216209412,0.954201877117157,0.12694872915744781,0.9567652344703674,0.9495331048965454
63,0.9515066146850586,0.1379367560148239,0.9511093497276306,0.9502511024475098,0.9539795517921448,0.12794937193393707,0.9559481143951416,0.9504224061965942
64,0.951310396194458,0.13901954889297485,0.9512751698493958,0.9482893943786621,0.9533125758171082,0.12966841459274292,0.9563758373260498,0.9504224061965942
65,0.9529582262039185,0.1351758986711502,0.9527701139450073,0.951349675655365,0.9533125758171082,0.12700052559375763,0.9556848406791687,0.9493107795715332
66,0.9541745185852051,0.13542814552783966,0.9529845714569092,0.9527228474617004,0.9548688530921936,0.1270124465227127,0.9568329453468323,0.9510893821716309
67,0.9528405666351318,0.1334107518196106,0.952289342880249,0.9514673352241516,0.9533125758171082,0.12877413630485535,0.9558889269828796,0.949088454246521
68,0.9536644816398621,0.13422329723834991,0.9527679681777954,0.952095091342926,0.9508670568466187,0.13433846831321716,0.9525083899497986,0.9497554302215576
69,0.9534290432929993,0.13027548789978027,0.9530931115150452,0.952644407749176,0.9544242024421692,0.12587343156337738,0.9564148187637329,0.9513117074966431
70,0.9544098973274231,0.1297728270292282,0.953154444694519,0.953154444694519,0.9546465277671814,0.1287579983472824,0.9555803537368774,0.9517563581466675
71,0.9525266885757446,0.13308966159820557,0.9521639943122864,0.9511927366256714,0.9564250707626343,0.12247393280267715,0.9575513601303101,0.9528679251670837
72,0.9551553726196289,0.13059750199317932,0.9536865949630737,0.9525266885757446,0.954201877117157,0.12543393671512604,0.9556199908256531,0.9526455998420715
73,0.9533113837242126,0.13076373934745789,0.953650176525116,0.9517419934272766,0.9533125758171082,0.12875312566757202,0.9555108547210693,0.950200080871582
74,0.9535075426101685,0.13055939972400665,0.9526200294494629,0.9529190063476562,0.954201877117157,0.12641777098178864,0.9556199908256531,0.9526455998420715
75,0.9559400677680969,0.12634286284446716,0.954827070236206,0.9553515315055847,0.9548688530921936,0.1257193237543106,0.956628680229187,0.9513117074966431
76,0.9550768733024597,0.12895436584949493,0.9545186758041382,0.9535075426101685,0.9550911784172058,0.12351550906896591,0.9562011361122131,0.9513117074966431
77,0.9550376534461975,0.1283603012561798,0.9543115496635437,0.9530759453773499,0.9559804201126099,0.1218966618180275,0.9583799242973328,0.9522009491920471
78,0.9558615684509277,0.12713982164859772,0.9554883241653442,0.9542137384414673,0.9535349011421204,0.12463802099227905,0.9562109112739563,0.9515340328216553
79,0.9550376534461975,0.12649604678153992,0.9536023736000061,0.9539390802383423,0.954201877117157,0.12367723882198334,0.9561913013458252,0.9510893821716309
80,0.9583333134651184,0.12113717943429947,0.9573841094970703,0.9563323855400085,0.9544242024421692,0.12352347373962402,0.9572993516921997,0.9519786834716797
81,0.9562931656837463,0.12581411004066467,0.9556446671485901,0.9535075426101685,0.9557580947875977,0.12206951528787613,0.9575892686843872,0.9537572264671326
82,0.9579017758369446,0.12143070995807648,0.956482470035553,0.9563323855400085,0.9515340328216553,0.13180935382843018,0.9544541239738464,0.9504224061965942
83,0.9579409956932068,0.11968772858381271,0.956211507320404,0.9569993615150452,0.9544242024421692,0.12370076775550842,0.9573991298675537,0.9493107795715332
84,0.9571563005447388,0.12124872952699661,0.9562691450119019,0.9557439088821411,0.9548688530921936,0.12127602845430374,0.9583426713943481,0.9513117074966431
